Exporter,Importer,Year,Value
"Other Asia, nes",Aruba,2020,265.844
"Other Asia, nes",Saint Maarten,2020,187.7
"Other Asia, nes",Bonaire,2020,5.309
"Other Asia, nes",New Caledonia,2020,4513.818
"Other Asia, nes",Vanuatu,2020,4169.124
"Other Asia, nes",New Zealand,2020,513371.432
"Other Asia, nes",Nicaragua,2020,44378.688
"Other Asia, nes",Niger,2020,166.97
"Other Asia, nes",Nigeria,2020,131368.913
"Other Asia, nes",Norway,2020,371276.55
"Other Asia, nes",N. Mariana Isds,2020,4068.0
"Other Asia, nes",FS Micronesia,2020,8049.517
"Other Asia, nes",Marshall Isds,2020,24112.352
"Other Asia, nes",Palau,2020,12465.242
"Other Asia, nes",Pakistan,2020,505345.778
"Other Asia, nes",Panama,2020,94249.808
"Other Asia, nes",Papua New Guinea,2020,42083.639
"Other Asia, nes",Paraguay,2020,28998.074
"Other Asia, nes",Peru,2020,261893.739
"Other Asia, nes",Philippines,2020,5637835.765
"Other Asia, nes",Poland,2020,1229988.516
"Other Asia, nes",Portugal,2020,476329.392
"Other Asia, nes",Guinea-Bissau,2020,3.948
"Other Asia, nes",Timor-Leste,2020,11376.499
"Other Asia, nes",Qatar,2020,91774.243
"Other Asia, nes",Romania,2020,223995.545
"Other Asia, nes",Russian Federation,2020,1247850.544
"Other Asia, nes",Rwanda,2020,2311.343
"Other Asia, nes",Saint Barthélemy,2020,31.618
"Other Asia, nes",Saint Kitts and Nevis,2020,5564.718999999999
"Other Asia, nes",Anguilla,2020,10.653
"Other Asia, nes",Saint Lucia,2020,1716.62
"Other Asia, nes",Saint Vincent and the Grenadines,2020,722.278
"Other Asia, nes",San Marino,2020,903.078
"Other Asia, nes",Sao Tome and Principe,2020,10.005
"Other Asia, nes",Saudi Arabia,2020,1019488.25
"Other Asia, nes",Senegal,2020,6356.459
"Other Asia, nes",Serbia,2020,20104.956
"Other Asia, nes",Seychelles,2020,9271.527
"Other Asia, nes",Sierra Leone,2020,1593.544
"Other Asia, nes",India,2020,2881085.878
"Other Asia, nes",Singapore,2020,25013009.397
"Other Asia, nes",Slovakia,2020,216784.752
"Other Asia, nes",Viet Nam,2020,11571988.055
"Other Asia, nes",Slovenia,2020,132409.177
"Other Asia, nes",Somalia,2020,911.482
"Other Asia, nes",South Africa,2020,548701.908
"Other Asia, nes",Zimbabwe,2020,3938.729
"Other Asia, nes",Spain,2020,1255504.805
"Other Asia, nes",Sudan,2020,12370.221
"Other Asia, nes",Suriname,2020,6237.58
"Other Asia, nes",Eswatini,2020,16444.109
"Other Asia, nes",Sweden,2020,671954.724
"Other Asia, nes",Switzerland,2020,1200842.01
"Other Asia, nes",Syria,2020,24085.505
"Other Asia, nes",Tajikistan,2020,397.848
"Other Asia, nes",Thailand,2020,6456077.26
"Other Asia, nes",Togo,2020,16418.32
"Other Asia, nes",Tokelau,2020,7.045
"Other Asia, nes",Tonga,2020,3273.285
"Other Asia, nes",Trinidad and Tobago,2020,32067.735
"Other Asia, nes",United Arab Emirates,2020,1321999.773
"Other Asia, nes",Tunisia,2020,67748.471
"Other Asia, nes",Türkiye,2020,1288700.836
"Other Asia, nes",Turkmenistan,2020,297.805
"Other Asia, nes",Turks and Caicos Isds,2020,2.927
"Other Asia, nes",Tuvalu,2020,609.419
"Other Asia, nes",Uganda,2020,17028.006
"Other Asia, nes",Ukraine,2020,186830.805
"Other Asia, nes",North Macedonia,2020,22439.19
"Other Asia, nes",Egypt,2020,409085.885
"Other Asia, nes",United Kingdom,2020,3906134.147
"Other Asia, nes",United Rep. of Tanzania,2020,34060.106
"Other Asia, nes",USA,2020,55302837.492
"Other Asia, nes",Burkina Faso,2020,8219.757
"Other Asia, nes",Uruguay,2020,62818.868
"Other Asia, nes",Uzbekistan,2020,12978.639
"Other Asia, nes",Venezuela,2020,12275.538
"Other Asia, nes",Wallis and Futuna Isds,2020,43.633
"Other Asia, nes",Samoa,2020,5111.714
"Other Asia, nes",Yemen,2020,24336.104
"Other Asia, nes",Zambia,2020,8507.265
Mongolia,Azerbaijan,2020,65.694
Mongolia,Argentina,2020,0.353
Mongolia,Australia,2020,1359.518
Mongolia,Austria,2020,1646.853
Mongolia,Bahrain,2020,6.061
Mongolia,Armenia,2020,0.205
Mongolia,Belgium,2020,671.491
Mongolia,Bolivia (Plurinational State of),2020,0.22
Mongolia,Bosnia Herzegovina,2020,5.272
Mongolia,Brazil,2020,262.544
Mongolia,Brunei Darussalam,2020,0.475
Mongolia,Bulgaria,2020,3.427
Mongolia,Myanmar,2020,19.8
Mongolia,Belarus,2020,137.025
Mongolia,Cambodia,2020,411.977
Mongolia,Cameroon,2020,1.264
Mongolia,Canada,2020,1057.223
Mongolia,Sri Lanka,2020,1.001
Mongolia,Chile,2020,2.069
Mongolia,China,2020,5405776.472
Mongolia,Colombia,2020,14.626
Mongolia,Costa Rica,2020,0.019
Mongolia,Czechia,2020,436.02
Mongolia,Denmark,2020,341.021
Mongolia,Ecuador,2020,15.764
Mongolia,El Salvador,2020,0.223
Mongolia,Ethiopia,2020,97.97
Mongolia,Estonia,2020,46.998000000000005
Mongolia,Fiji,2020,0.621
Mongolia,Finland,2020,172.03
Mongolia,France,2020,5482.772
Mongolia,French Polynesia,2020,19.18
Mongolia,Gabon,2020,1.144
Mongolia,State of Palestine,2020,0.191
Mongolia,Germany,2020,14107.898
Mongolia,Greece,2020,3.456
Mongolia,Grenada,2020,9.309
Mongolia,"China, Hong Kong SAR",2020,3207.414
Mongolia,Hungary,2020,94.031
Mongolia,Iceland,2020,0.465
Mongolia,Indonesia,2020,1030.805
Mongolia,Iran,2020,2147.802
Mongolia,Ireland,2020,301.218
Mongolia,Israel,2020,78.38199999999999
Mongolia,Italy,2020,37606.866
Mongolia,Côte d'Ivoire,2020,4.541
Mongolia,Japan,2020,13886.479
Mongolia,Kazakhstan,2020,1860.666
Mongolia,Dem. People's Rep. of Korea,2020,130.0
Mongolia,Rep. of Korea,2020,22931.085
Mongolia,Kuwait,2020,82.777
Mongolia,Lao People's Dem. Rep.,2020,50.3
Mongolia,Lebanon,2020,787.828
Mongolia,Latvia,2020,22.325000000000003
Mongolia,Liberia,2020,1019.756
Mongolia,Lithuania,2020,7.886
Mongolia,Luxembourg,2020,25.655
Mongolia,"China, Macao SAR",2020,13.075
Mongolia,Malaysia,2020,6570.576999999999
Mongolia,Malta,2020,3.378
Mongolia,Mauritius,2020,6.423
Mongolia,"Other Asia, nes",2020,19079.949
Mongolia,Rep. of Moldova,2020,31.034
Mongolia,Montenegro,2020,0.534
Mongolia,Morocco,2020,269.85
Mongolia,Namibia,2020,0.181
Mongolia,Nepal,2020,542.8199999999999
Mongolia,Netherlands,2020,1908.095
Mongolia,Vanuatu,2020,0.05
Mongolia,New Zealand,2020,371.985
Mongolia,Nicaragua,2020,0.193
Mongolia,Niger,2020,50.749
Mongolia,Norway,2020,325.645
Mongolia,Panama,2020,0.95
Mongolia,Papua New Guinea,2020,84.17399999999999
Mongolia,Paraguay,2020,0.802
Mongolia,Peru,2020,1.1880000000000002
Mongolia,Philippines,2020,249.035
Mongolia,Poland,2020,1565.004
Mongolia,Portugal,2020,8.702
Mongolia,Timor-Leste,2020,0.001
Mongolia,Qatar,2020,54.67
Mongolia,Romania,2020,28.05
Mongolia,Russian Federation,2020,58768.582
Mongolia,Saudi Arabia,2020,359.948
Mongolia,Senegal,2020,354.33500000000004
Mongolia,Serbia,2020,1.793
Mongolia,Seychelles,2020,0.363
Mongolia,India,2020,1567.292
Mongolia,Singapore,2020,152013.845
Mongolia,Slovakia,2020,53.931
Mongolia,Viet Nam,2020,2180.747
Mongolia,Slovenia,2020,146.461
Mongolia,South Africa,2020,156.278
Mongolia,Spain,2020,1232.539
Mongolia,Sudan,2020,149.221
Mongolia,Suriname,2020,9.012
Mongolia,Sweden,2020,1930.839
Mongolia,Switzerland,2020,2584353.646
Mongolia,Tajikistan,2020,5.815
Mongolia,Thailand,2020,25312.545
Mongolia,Trinidad and Tobago,2020,42.649
Mongolia,United Arab Emirates,2020,1999.596
Mongolia,Türkiye,2020,3179.138
Mongolia,Ukraine,2020,247.618
Mongolia,North Macedonia,2020,8.652000000000001
Mongolia,Egypt,2020,79.354
Mongolia,United Kingdom,2020,85176.186
Mongolia,USA,2020,13547.418
Mongolia,Burkina Faso,2020,87.71000000000001
Mongolia,Uruguay,2020,7.702
Mongolia,Uzbekistan,2020,105.374
Mongolia,Zambia,2020,77.36500000000001
Rep. of Moldova,Afghanistan,2020,130.048
Rep. of Moldova,Albania,2020,679.497
Rep. of Moldova,Algeria,2020,23.05
Rep. of Moldova,Andorra,2020,154.919
Rep. of Moldova,Angola,2020,32.907
Rep. of Moldova,Antigua and Barbuda,2020,0.598
Rep. of Moldova,Azerbaijan,2020,3820.123
Rep. of Moldova,Argentina,2020,66.617
Rep. of Moldova,Australia,2020,2115.072
Rep. of Moldova,Austria,2020,50344.197
Rep. of Moldova,Bahamas,2020,0.049
Rep. of Moldova,Bahrain,2020,1346.665
Rep. of Moldova,Bangladesh,2020,312.377
Rep. of Moldova,Armenia,2020,1481.556
Rep. of Moldova,Belgium,2020,12132.912
Rep. of Moldova,Bermuda,2020,0.842
Rep. of Moldova,Bolivia (Plurinational State of),2020,1.029
Rep. of Moldova,Bosnia Herzegovina,2020,3137.805
Rep. of Moldova,Botswana,2020,1.184
Rep. of Moldova,Brazil,2020,2703.347
Rep. of Moldova,Brunei Darussalam,2020,28.225
Rep. of Moldova,Bulgaria,2020,62964.601
Rep. of Moldova,Myanmar,2020,516.97
Rep. of Moldova,Belarus,2020,69260.243
Rep. of Moldova,Cambodia,2020,47.658
Rep. of Moldova,Cameroon,2020,94.071
Rep. of Moldova,Canada,2020,12523.927
Rep. of Moldova,Sri Lanka,2020,184.131
Rep. of Moldova,Chile,2020,235.668
Rep. of Moldova,China,2020,51023.156
Rep. of Moldova,Colombia,2020,143.252
Rep. of Moldova,Comoros,2020,0.143
Rep. of Moldova,Congo,2020,24.012
Rep. of Moldova,Costa Rica,2020,15.793
Rep. of Moldova,Croatia,2020,3663.264
Rep. of Moldova,Cyprus,2020,10560.461
Rep. of Moldova,Czechia,2020,92351.495
Rep. of Moldova,Benin,2020,29.102
Rep. of Moldova,Denmark,2020,998.215
Rep. of Moldova,Dominican Rep.,2020,15.573
Rep. of Moldova,Ecuador,2020,37.452
Rep. of Moldova,El Salvador,2020,3.5500000000000003
Rep. of Moldova,Ethiopia,2020,6664.370999999999
Rep. of Moldova,Estonia,2020,6092.259
Rep. of Moldova,Finland,2020,4952.452
Rep. of Moldova,France,2020,37401.732
Rep. of Moldova,Djibouti,2020,11.532
Rep. of Moldova,Gabon,2020,32.566
Rep. of Moldova,Georgia,2020,23457.129
Rep. of Moldova,State of Palestine,2020,166.231
Rep. of Moldova,Germany,2020,263398.647
Rep. of Moldova,Ghana,2020,535.4639999999999
Rep. of Moldova,Greece,2020,28234.519
Rep. of Moldova,Greenland,2020,6.619
Rep. of Moldova,Guatemala,2020,0.164
Rep. of Moldova,"China, Hong Kong SAR",2020,1875.938
Rep. of Moldova,Hungary,2020,28378.067
Rep. of Moldova,Iceland,2020,199.082
Rep. of Moldova,Indonesia,2020,5256.972
Rep. of Moldova,Iran,2020,70.052
Rep. of Moldova,Iraq,2020,6555.765
Rep. of Moldova,Ireland,2020,3134.001
Rep. of Moldova,Israel,2020,5502.264
Rep. of Moldova,Italy,2020,248171.992
Rep. of Moldova,Côte d'Ivoire,2020,377.036
Rep. of Moldova,Japan,2020,20610.375
Rep. of Moldova,Kazakhstan,2020,15040.163
Rep. of Moldova,Jordan,2020,3236.673
Rep. of Moldova,Kenya,2020,361.628
Rep. of Moldova,Rep. of Korea,2020,17385.457
Rep. of Moldova,Kuwait,2020,955.268
Rep. of Moldova,Kyrgyzstan,2020,1049.254
Rep. of Moldova,Lao People's Dem. Rep.,2020,44.561
Rep. of Moldova,Lebanon,2020,15354.106
Rep. of Moldova,Latvia,2020,9973.388
Rep. of Moldova,Liberia,2020,223.997
Rep. of Moldova,Libya,2020,29.289
Rep. of Moldova,Lithuania,2020,8844.366
Rep. of Moldova,Luxembourg,2020,564.105
Rep. of Moldova,"China, Macao SAR",2020,152.57
Rep. of Moldova,Malawi,2020,14.673
Rep. of Moldova,Malaysia,2020,4101.715
Rep. of Moldova,Maldives,2020,0.274
Rep. of Moldova,Mali,2020,553.038
Rep. of Moldova,Malta,2020,15.184
Rep. of Moldova,Mauritius,2020,44.037
Rep. of Moldova,Mexico,2020,597.528
Rep. of Moldova,"Other Asia, nes",2020,4094.891
Rep. of Moldova,Mongolia,2020,784.74
Rep. of Moldova,Montenegro,2020,323.85
Rep. of Moldova,Morocco,2020,3416.857
Rep. of Moldova,Mozambique,2020,27.952
Rep. of Moldova,Oman,2020,271.309
Rep. of Moldova,Namibia,2020,15.844
Rep. of Moldova,Nepal,2020,64.626
Rep. of Moldova,Netherlands,2020,36988.651
Rep. of Moldova,New Zealand,2020,470.43
Rep. of Moldova,Nicaragua,2020,0.089
Rep. of Moldova,Niger,2020,5.022
Rep. of Moldova,Nigeria,2020,2357.682
Rep. of Moldova,Norway,2020,6944.498
Rep. of Moldova,Pakistan,2020,288.193
Rep. of Moldova,Panama,2020,3.701
Rep. of Moldova,Paraguay,2020,63.312
Rep. of Moldova,Peru,2020,153.13
Rep. of Moldova,Philippines,2020,1212.058
Rep. of Moldova,Poland,2020,141832.461
Rep. of Moldova,Portugal,2020,9451.881
Rep. of Moldova,Timor-Leste,2020,0.003
Rep. of Moldova,Qatar,2020,311.077
Rep. of Moldova,Romania,2020,790000.629
Rep. of Moldova,Russian Federation,2020,278540.4
Rep. of Moldova,Saudi Arabia,2020,8705.317000000001
Rep. of Moldova,Senegal,2020,378.35
Rep. of Moldova,Serbia,2020,17458.459
Rep. of Moldova,Seychelles,2020,33.814
Rep. of Moldova,Sierra Leone,2020,109.128
Rep. of Moldova,India,2020,89.465
Rep. of Moldova,Singapore,2020,2293.628
Rep. of Moldova,Slovakia,2020,13221.921
Rep. of Moldova,Viet Nam,2020,1211.138
Rep. of Moldova,Slovenia,2020,2127.516
Rep. of Moldova,Somalia,2020,27.193
Rep. of Moldova,South Africa,2020,2991.51
Rep. of Moldova,Zimbabwe,2020,186.938
Rep. of Moldova,Spain,2020,40327.679
Rep. of Moldova,Eswatini,2020,710.444
Rep. of Moldova,Sweden,2020,1281.864
Rep. of Moldova,Switzerland,2020,73307.606
Rep. of Moldova,Syria,2020,3777.244
Rep. of Moldova,Tajikistan,2020,349.44100000000003
Rep. of Moldova,Thailand,2020,1215.048
Rep. of Moldova,Togo,2020,40.931
Rep. of Moldova,Trinidad and Tobago,2020,0.395
Rep. of Moldova,United Arab Emirates,2020,2901.123
Rep. of Moldova,Tunisia,2020,1764.772
Rep. of Moldova,Türkiye,2020,180574.545
Rep. of Moldova,Turkmenistan,2020,698.574
Rep. of Moldova,Ukraine,2020,98918.58
Rep. of Moldova,North Macedonia,2020,4384.655
Rep. of Moldova,Egypt,2020,8920.923999999999
Rep. of Moldova,United Kingdom,2020,55157.286
Rep. of Moldova,United Rep. of Tanzania,2020,23.401
Rep. of Moldova,USA,2020,52880.128
Rep. of Moldova,Burkina Faso,2020,682.745
Rep. of Moldova,Uruguay,2020,194.459
Rep. of Moldova,Uzbekistan,2020,5125.057
Rep. of Moldova,Yemen,2020,148.089
Rep. of Moldova,Zambia,2020,0.3419999999999999
Montenegro,Albania,2020,14885.161
Montenegro,Azerbaijan,2020,23.693
Montenegro,Argentina,2020,0.042
Montenegro,Australia,2020,607.118
Montenegro,Austria,2020,3895.589
Montenegro,Bahrain,2020,12.567
Montenegro,Bangladesh,2020,494.365
Montenegro,Armenia,2020,46.269
Montenegro,Belgium,2020,728.438
Montenegro,Bolivia (Plurinational State of),2020,1.202
Montenegro,Bosnia Herzegovina,2020,26687.021
Montenegro,Brazil,2020,76.009
Montenegro,Brunei Darussalam,2020,8.642
Montenegro,Bulgaria,2020,907.979
Montenegro,Belarus,2020,69.441
Montenegro,Cambodia,2020,10.662
Montenegro,Canada,2020,3534.078
Montenegro,Cayman Isds,2020,1.066
Montenegro,Sri Lanka,2020,0.037
Montenegro,Chad,2020,19.766
Montenegro,Chile,2020,0.541
Montenegro,China,2020,26951.503
Montenegro,Cocos Isds,2020,2.525
Montenegro,Colombia,2020,0.659
Montenegro,Costa Rica,2020,284.684
Montenegro,Croatia,2020,5848.434
Montenegro,Cyprus,2020,232.786
Montenegro,Czechia,2020,15488.336
Montenegro,Denmark,2020,859.403
Montenegro,Ecuador,2020,84.449
Montenegro,El Salvador,2020,4.634
Montenegro,Ethiopia,2020,727.51
Montenegro,Estonia,2020,51.608
Montenegro,Finland,2020,50.549
Montenegro,France,2020,906.615
Montenegro,French Polynesia,2020,1.548
Montenegro,Germany,2020,36516.291
Montenegro,Ghana,2020,0.208
Montenegro,Greece,2020,7578.144
Montenegro,"China, Hong Kong SAR",2020,300.68
Montenegro,Hungary,2020,26144.994
Montenegro,Iceland,2020,3.528
Montenegro,Indonesia,2020,333.654
Montenegro,Iraq,2020,0.491
Montenegro,Ireland,2020,98.34
Montenegro,Israel,2020,842.16
Montenegro,Italy,2020,15113.961
Montenegro,Côte d'Ivoire,2020,37.388
Montenegro,Japan,2020,566.752
Montenegro,Kazakhstan,2020,615.2139999999999
Montenegro,Jordan,2020,0.344
Montenegro,Rep. of Korea,2020,3248.272
Montenegro,Kuwait,2020,31.02
Montenegro,Kyrgyzstan,2020,1399.044
Montenegro,Lebanon,2020,704.6999999999999
Montenegro,Latvia,2020,97.602
Montenegro,Libya,2020,1723.9789999999998
Montenegro,Lithuania,2020,79.78800000000001
Montenegro,Luxembourg,2020,270.724
Montenegro,Malaysia,2020,3309.57
Montenegro,Malta,2020,2159.905
Montenegro,Mauritius,2020,41.576
Montenegro,Mexico,2020,19.582
Montenegro,"Other Asia, nes",2020,32.938
Montenegro,Mongolia,2020,3.182
Montenegro,Rep. of Moldova,2020,45.449000000000005
Montenegro,Morocco,2020,67.71
Montenegro,Mozambique,2020,1124.868
Montenegro,Netherlands,2020,3781.517
Montenegro,New Zealand,2020,430.206
Montenegro,Nigeria,2020,0.574
Montenegro,Norway,2020,255.165
Montenegro,Pakistan,2020,38271.108
Montenegro,Panama,2020,16.004
Montenegro,Paraguay,2020,3.442
Montenegro,Peru,2020,34.263
Montenegro,Philippines,2020,0.541
Montenegro,Poland,2020,15338.449
Montenegro,Portugal,2020,4.245
Montenegro,Qatar,2020,7.635
Montenegro,Romania,2020,1439.258
Montenegro,Russian Federation,2020,17579.917
Montenegro,Rwanda,2020,5.41
Montenegro,Saudi Arabia,2020,276.343
Montenegro,Senegal,2020,210.323
Montenegro,Serbia,2020,117144.855
Montenegro,Sierra Leone,2020,1.248
Montenegro,India,2020,445.207
Montenegro,Singapore,2020,224.834
Montenegro,Slovakia,2020,654.184
Montenegro,Viet Nam,2020,87.518
Montenegro,Slovenia,2020,41663.89
Montenegro,Somalia,2020,179.142
Montenegro,South Africa,2020,26.49
Montenegro,Spain,2020,2548.86
Montenegro,Suriname,2020,1003.981
Montenegro,Sweden,2020,2889.066
Montenegro,Switzerland,2020,13368.516
Montenegro,Syria,2020,0.252
Montenegro,Thailand,2020,123.272
Montenegro,Trinidad and Tobago,2020,81.391
Montenegro,United Arab Emirates,2020,1186.786
Montenegro,Türkiye,2020,20475.974
Montenegro,Ukraine,2020,637.261
Montenegro,North Macedonia,2020,7520.473
Montenegro,Egypt,2020,1293.016
Montenegro,United Kingdom,2020,7391.782
Montenegro,USA,2020,5516.546
Montenegro,Uruguay,2020,0.07
Montenegro,Zambia,2020,1.383
Montserrat,Antigua and Barbuda,2020,1540.503
Montserrat,Australia,2020,249.083
Montserrat,Austria,2020,0.237
Montserrat,Barbados,2020,133.701
Montserrat,Belgium,2020,90.903
Montserrat,Brazil,2020,1.3770000000000002
Montserrat,Br. Virgin Isds,2020,378.819
Montserrat,Brunei Darussalam,2020,0.381
Montserrat,Canada,2020,125.099
Montserrat,Sri Lanka,2020,0.0269999999999999
Montserrat,China,2020,2.411
Montserrat,Colombia,2020,0.028
Montserrat,Costa Rica,2020,19.477
Montserrat,Czechia,2020,8.491
Montserrat,Dominica,2020,1.666
Montserrat,Dominican Rep.,2020,8.521
Montserrat,El Salvador,2020,7.573
Montserrat,France,2020,2635.036
Montserrat,Germany,2020,7.387
Montserrat,Guyana,2020,0.741
Montserrat,Haiti,2020,253.755
Montserrat,Indonesia,2020,3.486
Montserrat,Italy,2020,11.176
Montserrat,Jamaica,2020,0.483
Montserrat,Japan,2020,4.515000000000001
Montserrat,Kazakhstan,2020,1.5590000000000002
Montserrat,Rep. of Korea,2020,3.438
Montserrat,Lebanon,2020,0.078
Montserrat,Luxembourg,2020,201.471
Montserrat,Mauritania,2020,7.646
Montserrat,Mexico,2020,72.156
Montserrat,"Other Asia, nes",2020,2.38
Montserrat,Rep. of Moldova,2020,3.374
Montserrat,Montenegro,2020,0.046
Montserrat,Namibia,2020,9.823
Montserrat,Netherlands,2020,70.16499999999999
Montserrat,Curaçao,2020,41.257
Montserrat,New Zealand,2020,3.377
Montserrat,Nicaragua,2020,0.014
Montserrat,Niger,2020,1.898
Montserrat,Paraguay,2020,0.235
Montserrat,Peru,2020,0.159
Montserrat,Philippines,2020,0.137
Montserrat,Poland,2020,4.357
Montserrat,Romania,2020,0.8819999999999999
Montserrat,Russian Federation,2020,0.002
Montserrat,Saint Kitts and Nevis,2020,248.221
Montserrat,Anguilla,2020,250.28
Montserrat,Saint Lucia,2020,0.422
Montserrat,Saint Vincent and the Grenadines,2020,0.639
Montserrat,Singapore,2020,39.552
Montserrat,Slovenia,2020,1.831
Montserrat,South Africa,2020,4.43
Montserrat,Sweden,2020,20.113
Montserrat,Thailand,2020,1683.663
Montserrat,Trinidad and Tobago,2020,47.729
Montserrat,United Arab Emirates,2020,1.607
Montserrat,Türkiye,2020,40.001000000000005
Montserrat,Ukraine,2020,0.188
Montserrat,United Kingdom,2020,25.116
Montserrat,United Rep. of Tanzania,2020,53.125
Montserrat,USA,2020,1792.389
Montserrat,Zambia,2020,3.37
Morocco,Afghanistan,2020,39.756
Morocco,Albania,2020,2754.864
Morocco,Algeria,2020,133687.545
Morocco,Andorra,2020,936.045
Morocco,Angola,2020,21379.233
Morocco,Antigua and Barbuda,2020,152.372
Morocco,Azerbaijan,2020,2949.466
Morocco,Argentina,2020,246279.201
Morocco,Australia,2020,56954.785
Morocco,Austria,2020,248436.042
Morocco,Bahamas,2020,622.005
Morocco,Bahrain,2020,35892.262
Morocco,Bangladesh,2020,112039.783
Morocco,Armenia,2020,1801.686
Morocco,Barbados,2020,5.418
Morocco,Belgium,2020,451777.094
Morocco,Bermuda,2020,27.276
Morocco,Bolivia (Plurinational State of),2020,1528.756
Morocco,Bosnia Herzegovina,2020,11060.184
Morocco,Botswana,2020,2835.713
Morocco,Brazil,2020,1156882.569
Morocco,Belize,2020,88.572
Morocco,Brunei Darussalam,2020,42.616
Morocco,Bulgaria,2020,84509.52100000001
Morocco,Myanmar,2020,375.262
Morocco,Burundi,2020,388.653
Morocco,Belarus,2020,49629.443
Morocco,Cambodia,2020,179.107
Morocco,Cameroon,2020,67114.831
Morocco,Canada,2020,268471.116
Morocco,Cabo Verde,2020,3792.933
Morocco,Cayman Isds,2020,0.061
Morocco,Central African Rep.,2020,4329.073
Morocco,Sri Lanka,2020,2548.46
Morocco,Chad,2020,6957.915
Morocco,Chile,2020,12553.771
Morocco,China,2020,415316.337
Morocco,Colombia,2020,41136.345
Morocco,Comoros,2020,2275.812
Morocco,Congo,2020,31178.053
Morocco,Dem. Rep. of the Congo,2020,22054.279
Morocco,Costa Rica,2020,5709.567999999999
Morocco,Croatia,2020,32375.775
Morocco,Cuba,2020,590.452
Morocco,Cyprus,2020,2567.493
Morocco,Czechia,2020,223147.488
Morocco,Benin,2020,44264.597
Morocco,Denmark,2020,65278.842
Morocco,Dominican Rep.,2020,10875.615
Morocco,Ecuador,2020,3750.264
Morocco,El Salvador,2020,5119.448
Morocco,Equatorial Guinea,2020,9538.11
Morocco,Ethiopia,2020,260729.99100000004
Morocco,Estonia,2020,9848.666
Morocco,Fiji,2020,105.401
Morocco,Finland,2020,25260.945
Morocco,France,2020,6155181.745
Morocco,French Polynesia,2020,1783.811
Morocco,Djibouti,2020,248682.369
Morocco,Gabon,2020,53012.463
Morocco,Georgia,2020,6087.851
Morocco,Gambia,2020,12348.155
Morocco,State of Palestine,2020,7106.876
Morocco,Germany,2020,1194143.767
Morocco,Ghana,2020,127367.283
Morocco,Gibraltar,2020,2.468
Morocco,Greece,2020,70723.188
Morocco,Guatemala,2020,5684.597
Morocco,Guinea,2020,87981.344
Morocco,Guyana,2020,594.048
Morocco,Haiti,2020,916.939
Morocco,Honduras,2020,3280.582
Morocco,"China, Hong Kong SAR",2020,107639.526
Morocco,Hungary,2020,84773.91100000001
Morocco,Iceland,2020,5633.698
Morocco,Indonesia,2020,68782.119
Morocco,Iran,2020,2394.43
Morocco,Iraq,2020,5009.777
Morocco,Ireland,2020,116807.132
Morocco,Israel,2020,9720.527
Morocco,Italy,2020,1600870.008
Morocco,Côte d'Ivoire,2020,272800.244
Morocco,Jamaica,2020,264.735
Morocco,Japan,2020,283770.269
Morocco,Kazakhstan,2020,14566.689
Morocco,Jordan,2020,31367.989
Morocco,Kenya,2020,17429.726
Morocco,Rep. of Korea,2020,149595.289
Morocco,Kuwait,2020,31480.141
Morocco,Kyrgyzstan,2020,77.92
Morocco,Lao People's Dem. Rep.,2020,57.823
Morocco,Lebanon,2020,54433.059
Morocco,Lesotho,2020,33.91
Morocco,Latvia,2020,4505.001
Morocco,Liberia,2020,4913.965999999999
Morocco,Libya,2020,67882.747
Morocco,Lithuania,2020,62082.810000000005
Morocco,Luxembourg,2020,11121.71
Morocco,"China, Macao SAR",2020,748.883
Morocco,Madagascar,2020,10847.072
Morocco,Malawi,2020,69.106
Morocco,Malaysia,2020,36621.574
Morocco,Maldives,2020,106.899
Morocco,Mali,2020,64829.232
Morocco,Malta,2020,12084.821
Morocco,Mauritania,2020,188997.929
Morocco,Mauritius,2020,7162.6
Morocco,Mexico,2020,272026.905
Morocco,"Other Asia, nes",2020,36141.086
Morocco,Mongolia,2020,686.365
Morocco,Rep. of Moldova,2020,5570.807
Morocco,Montenegro,2020,519.422
Morocco,Mozambique,2020,47526.998
Morocco,Oman,2020,52723.223000000005
Morocco,Namibia,2020,26930.437
Morocco,Nepal,2020,476.056
Morocco,Netherlands,2020,961080.164
Morocco,Curaçao,2020,413.694
Morocco,Saint Maarten,2020,0.029
Morocco,New Caledonia,2020,2462.395
Morocco,New Zealand,2020,29136.603
Morocco,Nicaragua,2020,7816.896
Morocco,Niger,2020,35289.536
Morocco,Nigeria,2020,186098.85
Morocco,Norway,2020,95657.452
Morocco,N. Mariana Isds,2020,30.753
Morocco,Marshall Isds,2020,1.871
Morocco,Pakistan,2020,318131.466
Morocco,Panama,2020,6387.662
Morocco,Papua New Guinea,2020,1428.501
Morocco,Paraguay,2020,11828.007
Morocco,Peru,2020,31814.661
Morocco,Philippines,2020,14147.801
Morocco,Poland,2020,541075.628
Morocco,Portugal,2020,359406.255
Morocco,Guinea-Bissau,2020,3670.713
Morocco,Qatar,2020,48200.244
Morocco,Romania,2020,218331.122
Morocco,Russian Federation,2020,345303.726
Morocco,Rwanda,2020,8868.204
Morocco,Saint Lucia,2020,179.66799999999998
Morocco,Saint Vincent and the Grenadines,2020,67.794
Morocco,Sao Tome and Principe,2020,23.444
Morocco,Saudi Arabia,2020,203235.642
Morocco,Senegal,2020,225168.743
Morocco,Serbia,2020,81895.132
Morocco,Seychelles,2020,112.505
