Exporter,Importer,Year,Value
Cambodia,Luxembourg,2020,14108.965
Cambodia,"China, Macao SAR",2020,3863.924
Cambodia,Madagascar,2020,2974.6620000000003
Cambodia,Malawi,2020,21.513
Cambodia,Malaysia,2020,130723.706
Cambodia,Maldives,2020,5.657
Cambodia,Mali,2020,101.17
Cambodia,Malta,2020,1750.6989999999998
Cambodia,Mauritania,2020,2.083
Cambodia,Mauritius,2020,1931.952
Cambodia,Mexico,2020,143616.072
Cambodia,"Other Asia, nes",2020,123572.11
Cambodia,Mongolia,2020,1113.906
Cambodia,Rep. of Moldova,2020,1138.535
Cambodia,Montenegro,2020,2500.575
Cambodia,Morocco,2020,6724.3
Cambodia,Mozambique,2020,27.411
Cambodia,Oman,2020,4.005
Cambodia,Namibia,2020,185.631
Cambodia,Nepal,2020,499.637
Cambodia,Netherlands,2020,436471.668
Cambodia,Curaçao,2020,20.173
Cambodia,New Zealand,2020,24330.88
Cambodia,Nicaragua,2020,1273.733
Cambodia,Niger,2020,1142.405
Cambodia,Nigeria,2020,477.042
Cambodia,Norfolk Isds,2020,14.924
Cambodia,Norway,2020,69328.757
Cambodia,Palau,2020,34.07
Cambodia,Pakistan,2020,2177.54
Cambodia,Panama,2020,12294.76
Cambodia,Papua New Guinea,2020,2546.947
Cambodia,Paraguay,2020,1128.453
Cambodia,Peru,2020,18409.016
Cambodia,Philippines,2020,35428.483
Cambodia,Poland,2020,417633.404
Cambodia,Portugal,2020,14142.98
Cambodia,Timor-Leste,2020,0.993
Cambodia,Qatar,2020,15572.717
Cambodia,Romania,2020,3564.85
Cambodia,Russian Federation,2020,181339.525
Cambodia,Rwanda,2020,4.465
Cambodia,Saint Lucia,2020,2.748
Cambodia,Saint Vincent and the Grenadines,2020,0.242
Cambodia,Saudi Arabia,2020,73685.888
Cambodia,Senegal,2020,1526.858
Cambodia,Serbia,2020,14406.054
Cambodia,Seychelles,2020,17.899
Cambodia,India,2020,71345.111
Cambodia,Singapore,2020,5059832.153
Cambodia,Slovakia,2020,44236.927
Cambodia,Viet Nam,2020,1160828.084
Cambodia,Slovenia,2020,27099.056
Cambodia,South Africa,2020,29586.704
Cambodia,Zimbabwe,2020,1.892
Cambodia,Spain,2020,751774.746
Cambodia,Sudan,2020,0.8400000000000001
Cambodia,Suriname,2020,76.25999999999999
Cambodia,Eswatini,2020,3452.434
Cambodia,Sweden,2020,70423.703
Cambodia,Switzerland,2020,300914.262
Cambodia,Tajikistan,2020,412.39
Cambodia,Thailand,2020,1149765.423
Cambodia,Togo,2020,967.47
Cambodia,Tokelau,2020,29.185
Cambodia,Trinidad and Tobago,2020,654.286
Cambodia,United Arab Emirates,2020,154391.419
Cambodia,Tunisia,2020,867.661
Cambodia,Türkiye,2020,64997.05
Cambodia,Uganda,2020,1178.487
Cambodia,Ukraine,2020,23511.353
Cambodia,North Macedonia,2020,3196.682
Cambodia,Egypt,2020,2515.646
Cambodia,United Kingdom,2020,1010084.975
Cambodia,United Rep. of Tanzania,2020,78.67099999999999
Cambodia,USA,2020,7129487.512
Cambodia,Burkina Faso,2020,73.324
Cambodia,Uruguay,2020,4060.659
Cambodia,Uzbekistan,2020,52.377
Cambodia,Zambia,2020,10.454
Cameroon,Afghanistan,2020,196.623
Cameroon,Albania,2020,277.866
Cameroon,Algeria,2020,6513.519
Cameroon,Andorra,2020,0.74
Cameroon,Angola,2020,2765.344
Cameroon,Antigua and Barbuda,2020,2.263
Cameroon,Azerbaijan,2020,36.186
Cameroon,Argentina,2020,6.66
Cameroon,Australia,2020,1379.02
Cameroon,Austria,2020,2321.37
Cameroon,Bahrain,2020,454.626
Cameroon,Bangladesh,2020,124054.971
Cameroon,Armenia,2020,137.238
Cameroon,Belgium,2020,94557.472
Cameroon,Bermuda,2020,0.049
Cameroon,Bolivia (Plurinational State of),2020,48.124
Cameroon,Bosnia Herzegovina,2020,151.51399999999998
Cameroon,Botswana,2020,594.98
Cameroon,Brazil,2020,4595.996999999999
Cameroon,Belize,2020,48.188
Cameroon,Brunei Darussalam,2020,0.931
Cameroon,Bulgaria,2020,4494.881
Cameroon,Myanmar,2020,220.557
Cameroon,Burundi,2020,78.67999999999999
Cameroon,Belarus,2020,146.952
Cameroon,Cambodia,2020,17.132
Cameroon,Canada,2020,105118.745
Cameroon,Cabo Verde,2020,167.672
Cameroon,Cayman Isds,2020,0.349
Cameroon,Central African Rep.,2020,80215.8
Cameroon,Sri Lanka,2020,78.849
Cameroon,Chad,2020,117419.772
Cameroon,Chile,2020,24.341
Cameroon,China,2020,810591.613
Cameroon,Colombia,2020,333.217
Cameroon,Comoros,2020,31.016
Cameroon,Congo,2020,28282.968
Cameroon,Dem. Rep. of the Congo,2020,2965.864
Cameroon,Costa Rica,2020,20.875
Cameroon,Croatia,2020,449.975
Cameroon,Cuba,2020,24.984
Cameroon,Cyprus,2020,72.817
Cameroon,Czechia,2020,23378.088000000003
Cameroon,Benin,2020,2378.725
Cameroon,Denmark,2020,904.946
Cameroon,Dominica,2020,80.29
Cameroon,Dominican Rep.,2020,5339.344
Cameroon,Ecuador,2020,0.741
Cameroon,El Salvador,2020,12.742
Cameroon,Equatorial Guinea,2020,13662.752
Cameroon,Ethiopia,2020,24.338
Cameroon,Eritrea,2020,33.631
Cameroon,Estonia,2020,408.201
Cameroon,Fiji,2020,0.76
Cameroon,Finland,2020,603.9929999999999
Cameroon,France,2020,173424.47
Cameroon,French Polynesia,2020,120.974
Cameroon,Fr. South Antarctic Terr.,2020,0.5
Cameroon,Gabon,2020,35098.537000000004
Cameroon,Georgia,2020,147.58
Cameroon,Gambia,2020,91.799
Cameroon,State of Palestine,2020,0.104
Cameroon,Germany,2020,85391.60399999999
Cameroon,Ghana,2020,1269.402
Cameroon,Greece,2020,2851.406
Cameroon,Guatemala,2020,7.074
Cameroon,Guinea,2020,387.045
Cameroon,Guyana,2020,9.864
Cameroon,Honduras,2020,0.146
Cameroon,"China, Hong Kong SAR",2020,587.112
Cameroon,Hungary,2020,461.894
Cameroon,Iceland,2020,16.424
Cameroon,Indonesia,2020,49220.494
Cameroon,Iraq,2020,23.391
Cameroon,Ireland,2020,3520.842
Cameroon,Israel,2020,52.985
Cameroon,Italy,2020,305430.049
Cameroon,Côte d'Ivoire,2020,5639.435
Cameroon,Japan,2020,5165.122
Cameroon,Kazakhstan,2020,33.082
Cameroon,Jordan,2020,201.624
Cameroon,Kenya,2020,822.3539999999999
Cameroon,Dem. People's Rep. of Korea,2020,25.517
Cameroon,Rep. of Korea,2020,107672.741
Cameroon,Kuwait,2020,25211.393
Cameroon,Lebanon,2020,641.9720000000001
Cameroon,Lesotho,2020,0.612
Cameroon,Latvia,2020,0.127
Cameroon,Liberia,2020,56.973
Cameroon,Libya,2020,127.703
Cameroon,Lithuania,2020,276.57
Cameroon,Luxembourg,2020,8034.043
Cameroon,Madagascar,2020,329.987
Cameroon,Malawi,2020,3.136
Cameroon,Malaysia,2020,144443.721
Cameroon,Mali,2020,540.956
Cameroon,Malta,2020,644.119
Cameroon,Mauritania,2020,3.508
Cameroon,Mauritius,2020,1632.029
Cameroon,Mexico,2020,3808.621
Cameroon,"Other Asia, nes",2020,21002.104
Cameroon,Mongolia,2020,17.035999999999998
Cameroon,Rep. of Moldova,2020,129.168
Cameroon,Montenegro,2020,1.126
Cameroon,Morocco,2020,2415.512
Cameroon,Mozambique,2020,211.802
Cameroon,Oman,2020,1249.267
Cameroon,Namibia,2020,18.983
Cameroon,Nepal,2020,20.104
Cameroon,Netherlands,2020,552147.5599999999
Cameroon,New Zealand,2020,34227.338
Cameroon,Nicaragua,2020,1798.2099999999998
Cameroon,Niger,2020,84.791
Cameroon,Nigeria,2020,29927.639000000003
Cameroon,Norway,2020,54450.632
Cameroon,Pakistan,2020,17653.143
Cameroon,Papua New Guinea,2020,92.069
Cameroon,Peru,2020,119.49
Cameroon,Philippines,2020,206.772
Cameroon,Poland,2020,7034.3550000000005
Cameroon,Portugal,2020,12520.243
Cameroon,Qatar,2020,939.598
Cameroon,Romania,2020,1206.282
Cameroon,Russian Federation,2020,1167.101
Cameroon,Rwanda,2020,102560.74
Cameroon,Saint Barthélemy,2020,0.218
Cameroon,Saint Vincent and the Grenadines,2020,1.092
Cameroon,San Marino,2020,19.555
Cameroon,Sao Tome and Principe,2020,343.125
Cameroon,Saudi Arabia,2020,5641.738
Cameroon,Senegal,2020,21050.185
Cameroon,Serbia,2020,326.325
Cameroon,Seychelles,2020,24.899
Cameroon,Sierra Leone,2020,1.663
Cameroon,India,2020,291363.121
Cameroon,Singapore,2020,72485.158
Cameroon,Slovakia,2020,11353.795
Cameroon,Viet Nam,2020,125094.513
Cameroon,Slovenia,2020,3383.496
Cameroon,Somalia,2020,15.353
Cameroon,South Africa,2020,4077.492
Cameroon,Zimbabwe,2020,0.02
Cameroon,Spain,2020,212709.826
Cameroon,Sudan,2020,4.357
Cameroon,Eswatini,2020,2.268
Cameroon,Sweden,2020,2187.842
Cameroon,Switzerland,2020,2335.268
Cameroon,Thailand,2020,17658.847
Cameroon,Togo,2020,1097.185
Cameroon,Trinidad and Tobago,2020,36.182
Cameroon,United Arab Emirates,2020,45720.776000000005
Cameroon,Tunisia,2020,1166.3290000000002
Cameroon,Türkiye,2020,61953.566
Cameroon,Turks and Caicos Isds,2020,99.732
Cameroon,Uganda,2020,97.124
Cameroon,Ukraine,2020,1025.615
Cameroon,North Macedonia,2020,9.239
Cameroon,Egypt,2020,2573.534
Cameroon,United Kingdom,2020,37791.143
Cameroon,United Rep. of Tanzania,2020,572.061
Cameroon,USA,2020,254293.645
Cameroon,Burkina Faso,2020,955.883
Cameroon,Uruguay,2020,64.761
Cameroon,Venezuela,2020,436.802
Cameroon,Zambia,2020,55.845000000000006
Canada,Afghanistan,2020,10325.854
Canada,Albania,2020,44980.386
Canada,Algeria,2020,453712.043
Canada,American Samoa,2020,1471.04
Canada,Andorra,2020,476.792
Canada,Angola,2020,111170.12
Canada,Antigua and Barbuda,2020,12532.609
Canada,Azerbaijan,2020,12520.101
Canada,Argentina,2020,227899.067
Canada,Australia,2020,1603423.656
Canada,Austria,2020,186703.06
Canada,Bahamas,2020,115100.575
Canada,Bahrain,2020,103412.018
Canada,Bangladesh,2020,885185.547
Canada,Armenia,2020,11762.903
Canada,Barbados,2020,40288.479
Canada,Belgium,2020,2235194.896
Canada,Bermuda,2020,61517.952
Canada,Bhutan,2020,117.974
Canada,Bolivia (Plurinational State of),2020,20255.637
Canada,Bosnia Herzegovina,2020,7284.759
Canada,Botswana,2020,236573.29600000003
Canada,Brazil,2020,1709759.487
Canada,Belize,2020,6078.928
Canada,Br. Indian Ocean Terr.,2020,84.236
Canada,Solomon Isds,2020,17.261
Canada,Br. Virgin Isds,2020,3481.772
Canada,Brunei Darussalam,2020,6165.286
Canada,Bulgaria,2020,183847.347
Canada,Myanmar,2020,53798.958
Canada,Burundi,2020,1058.585
Canada,Belarus,2020,21475.948
Canada,Cambodia,2020,46976.024
Canada,Cameroon,2020,58976.854
Canada,Cabo Verde,2020,2185.438
Canada,Cayman Isds,2020,64925.20599999999
Canada,Central African Rep.,2020,399.986
Canada,Sri Lanka,2020,189334.911
Canada,Chad,2020,6834.01
Canada,Chile,2020,775771.639
Canada,China,2020,19596937.547
Canada,Christmas Isds,2020,468.202
Canada,Cocos Isds,2020,192.321
Canada,Colombia,2020,644163.478
Canada,Comoros,2020,1325.702
Canada,Congo,2020,9338.145
Canada,Dem. Rep. of the Congo,2020,21572.705
Canada,Cook Isds,2020,4.361
Canada,Costa Rica,2020,145325.48
Canada,Croatia,2020,23751.942
Canada,Cuba,2020,197327.999
Canada,Cyprus,2020,14087.315
Canada,Czechia,2020,236738.81
Canada,Benin,2020,19311.792
Canada,Denmark,2020,280943.088
Canada,Dominica,2020,4790.912
Canada,Dominican Rep.,2020,280283.548
Canada,Ecuador,2020,355332.853
Canada,El Salvador,2020,58231.115
Canada,Equatorial Guinea,2020,2314.807
Canada,Ethiopia,2020,124779.994
Canada,Eritrea,2020,418.22
Canada,Estonia,2020,23211.629
Canada,Falkland Isds (Malvinas),2020,84.489
Canada,Fiji,2020,4657.462
Canada,Finland,2020,587568.563
Canada,France,2020,2816225.2
Canada,French Polynesia,2020,12839.955
Canada,Fr. South Antarctic Terr.,2020,10.255
Canada,Djibouti,2020,2626.412
Canada,Gabon,2020,16142.379
Canada,Georgia,2020,25283.337
Canada,Gambia,2020,2392.373
Canada,State of Palestine,2020,7711.644
Canada,Germany,2020,4632958.592
Canada,Ghana,2020,204487.745
Canada,Gibraltar,2020,269.457
Canada,Kiribati,2020,330.172
Canada,Greece,2020,95898.36
Canada,Greenland,2020,5338.824
Canada,Grenada,2020,6988.062
Canada,Guam,2020,1755.144
Canada,Guatemala,2020,101309.519
Canada,Guinea,2020,17374.496
Canada,Guyana,2020,26236.595
Canada,Haiti,2020,60458.775
Canada,Honduras,2020,42906.021
Canada,"China, Hong Kong SAR",2020,1361902.272
Canada,Hungary,2020,68466.237
Canada,Iceland,2020,62901.478
Canada,Indonesia,2020,1397837.537
Canada,Iran,2020,356866.998
Canada,Iraq,2020,65589.217
Canada,Ireland,2020,935434.309
Canada,Israel,2020,295203.473
Canada,Italy,2020,2551060.182
Canada,Côte d'Ivoire,2020,48478.392
Canada,Jamaica,2020,103825.773
Canada,Japan,2020,9452704.162
Canada,Kazakhstan,2020,88242.367
Canada,Jordan,2020,63713.3
Canada,Kenya,2020,92284.872
Canada,Rep. of Korea,2020,3864453.036
Canada,Kuwait,2020,88522.015
Canada,Kyrgyzstan,2020,9652.375
Canada,Lao People's Dem. Rep.,2020,3602.2200000000003
Canada,Lebanon,2020,71197.269
Canada,Lesotho,2020,191.993
Canada,Latvia,2020,122403.899
Canada,Liberia,2020,3805.808
Canada,Libya,2020,38446.89
Canada,Lithuania,2020,62802.989
Canada,Luxembourg,2020,105558.392
Canada,"China, Macao SAR",2020,54173.802
Canada,Madagascar,2020,9734.107
Canada,Malawi,2020,10894.354
Canada,Malaysia,2020,608152.709
Canada,Maldives,2020,8262.623
Canada,Mali,2020,26872.189
Canada,Malta,2020,195471.482
Canada,Mauritania,2020,24485.77
Canada,Mauritius,2020,7093.262
Canada,Mexico,2020,5286613.759
Canada,"Other Asia, nes",2020,1380988.741
Canada,Mongolia,2020,19539.683
Canada,Rep. of Moldova,2020,6481.842
Canada,Montenegro,2020,5314.466
Canada,Montserrat,2020,543.006
Canada,Morocco,2020,476854.049
Canada,Mozambique,2020,66039.491
Canada,Oman,2020,67818.929
Canada,Namibia,2020,8903.308
Canada,Nauru,2020,29.281
Canada,Nepal,2020,121584.134
Canada,Netherlands,2020,4038099.666
Canada,Curaçao,2020,9529.262
Canada,Aruba,2020,3053.437
Canada,Saint Maarten,2020,2815.824
Canada,Bonaire,2020,58725.995
Canada,New Caledonia,2020,14632.288
Canada,Vanuatu,2020,139.934
Canada,New Zealand,2020,330876.373
Canada,Nicaragua,2020,51534.588
Canada,Niger,2020,6815.639
Canada,Nigeria,2020,570685.568
Canada,Niue,2020,21.381000000000004
Canada,Norfolk Isds,2020,49.398
Canada,Norway,2020,1983265.417
Canada,Pakistan,2020,508269.28
Canada,Panama,2020,107170.786
Canada,Papua New Guinea,2020,25766.878
Canada,Paraguay,2020,35592.607
Canada,Peru,2020,753977.879
Canada,Philippines,2020,739902.212
Canada,Pitcairn,2020,107.563
Canada,Poland,2020,447463.15
Canada,Portugal,2020,148889.234
Canada,Guinea-Bissau,2020,220.935
Canada,Timor-Leste,2020,145.136
Canada,Qatar,2020,89086.915
Canada,Romania,2020,114816.219
Canada,Russian Federation,2020,517937.143
Canada,Rwanda,2020,3277.319
Canada,Saint Barthélemy,2020,497.996
Canada,Saint Helena,2020,300.031
Canada,Saint Kitts and Nevis,2020,4220.402
Canada,Anguilla,2020,715.801
Canada,Saint Lucia,2020,11248.848
Canada,Saint Pierre and Miquelon,2020,13120.059
Canada,Saint Vincent and the Grenadines,2020,6628.561
Canada,Sao Tome and Principe,2020,77.157
Canada,Saudi Arabia,2020,1240512.4819999998
Canada,Senegal,2020,77108.04800000001
Canada,Serbia,2020,31672.436
Canada,Seychelles,2020,3075.539
Canada,Sierra Leone,2020,6116.751
Canada,India,2020,2731245.833
Canada,Singapore,2020,1154633.623
Canada,Slovakia,2020,72613.02
Canada,Viet Nam,2020,573545.319
Canada,Slovenia,2020,87154.019
Canada,Somalia,2020,1962.866
Canada,South Africa,2020,269119.702
Canada,Zimbabwe,2020,13065.239
Canada,Spain,2020,1049330.548
Canada,South Sudan,2020,948.048
Canada,Sudan,2020,52923.297
Canada,Suriname,2020,18225.432
Canada,Eswatini,2020,5046.284
Canada,Sweden,2020,350659.802
Canada,Switzerland,2020,1568941.902
Canada,Syria,2020,28954.891
Canada,Tajikistan,2020,4628.045
Canada,Thailand,2020,684666.178
Canada,Togo,2020,25110.297
Canada,Tonga,2020,11.073
Canada,Trinidad and Tobago,2020,173446.059
Canada,United Arab Emirates,2020,1576738.494
Canada,Tunisia,2020,128361.106
Canada,Türkiye,2020,998688.927
Canada,Turkmenistan,2020,3858.486
Canada,Turks and Caicos Isds,2020,2471.728
Canada,Uganda,2020,22139.171
Canada,Ukraine,2020,140679.961
Canada,North Macedonia,2020,6177.318
Canada,Egypt,2020,591886.67
Canada,United Kingdom,2020,13059501.404999996
Canada,United Rep. of Tanzania,2020,32365.782
Canada,USA,2020,264941226.673
Canada,Burkina Faso,2020,42264.981
Canada,Uruguay,2020,46378.347
Canada,Uzbekistan,2020,12054.315
Canada,Venezuela,2020,54101.04
Canada,Wallis and Futuna Isds,2020,7.736
Canada,Samoa,2020,435.644
Canada,Yemen,2020,6339.706
Canada,Zambia,2020,9355.263
Cabo Verde,Andorra,2020,0.222
Cabo Verde,Angola,2020,29.313
Cabo Verde,Antigua and Barbuda,2020,15.183
Cabo Verde,Argentina,2020,0.003
Cabo Verde,Australia,2020,26.229
Cabo Verde,Austria,2020,1.044
Cabo Verde,Bahrain,2020,14.152
Cabo Verde,Barbados,2020,5.5
Cabo Verde,Belgium,2020,3.133
Cabo Verde,Bermuda,2020,2.54
Cabo Verde,Bolivia (Plurinational State of),2020,27.284
Cabo Verde,Botswana,2020,0.011
Cabo Verde,Brazil,2020,21.093
Cabo Verde,Brunei Darussalam,2020,0.01
Cabo Verde,Bulgaria,2020,62.059
Cabo Verde,Burundi,2020,151.732
Cabo Verde,Belarus,2020,0.1
Cabo Verde,Cambodia,2020,8.014
Cabo Verde,Canada,2020,316.04
Cabo Verde,Cayman Isds,2020,1.128
Cabo Verde,Sri Lanka,2020,0.782
Cabo Verde,Chile,2020,45.96300000000001
Cabo Verde,China,2020,1178.8189999999995
Cabo Verde,Comoros,2020,0.372
Cabo Verde,Czechia,2020,9.225
Cabo Verde,Denmark,2020,5.297000000000001
Cabo Verde,Dominican Rep.,2020,93.009
Cabo Verde,Ecuador,2020,240.836
Cabo Verde,El Salvador,2020,0.107
Cabo Verde,Ethiopia,2020,1.231
Cabo Verde,Finland,2020,0.077
Cabo Verde,France,2020,1444.412
Cabo Verde,Gabon,2020,3.491
Cabo Verde,Germany,2020,1579.48
Cabo Verde,Ghana,2020,1.229
Cabo Verde,Greece,2020,0.5800000000000001
Cabo Verde,Honduras,2020,0.4059999999999999
Cabo Verde,Hungary,2020,0.65
Cabo Verde,Iceland,2020,0.842
Cabo Verde,Indonesia,2020,57.313
Cabo Verde,Ireland,2020,77.656
Cabo Verde,Italy,2020,6831.478000000001
Cabo Verde,Côte d'Ivoire,2020,8.951
Cabo Verde,Kenya,2020,0.262
Cabo Verde,Rep. of Korea,2020,1.635
Cabo Verde,Lao People's Dem. Rep.,2020,3.49
Cabo Verde,Lebanon,2020,3.121
Cabo Verde,Luxembourg,2020,17.751
Cabo Verde,Mauritius,2020,338.14
Cabo Verde,"Other Asia, nes",2020,0.238
Cabo Verde,Morocco,2020,550.1469999999999
Cabo Verde,Mozambique,2020,21.475
Cabo Verde,Nepal,2020,0.965
Cabo Verde,Netherlands,2020,699.1709999999999
Cabo Verde,New Zealand,2020,23.645000000000003
Cabo Verde,Nigeria,2020,2.503
Cabo Verde,Norway,2020,15.272
Cabo Verde,Papua New Guinea,2020,0.933
Cabo Verde,Paraguay,2020,0.415
Cabo Verde,Peru,2020,7.226
Cabo Verde,Poland,2020,2.998
Cabo Verde,Portugal,2020,9247.691
Cabo Verde,Guinea-Bissau,2020,211.63
Cabo Verde,Timor-Leste,2020,0.161
Cabo Verde,Romania,2020,74.529
Cabo Verde,Russian Federation,2020,0.044
Cabo Verde,Sao Tome and Principe,2020,19.607
Cabo Verde,Senegal,2020,440.476
Cabo Verde,Serbia,2020,0.056
Cabo Verde,Seychelles,2020,0.077
Cabo Verde,India,2020,1607.291
Cabo Verde,Singapore,2020,206.108
Cabo Verde,Slovakia,2020,1.5
Cabo Verde,Slovenia,2020,0.027
Cabo Verde,South Africa,2020,5.736
Cabo Verde,Spain,2020,65215.168000000005
Cabo Verde,Sweden,2020,1.303
Cabo Verde,Switzerland,2020,6.817
Cabo Verde,Thailand,2020,49.823
Cabo Verde,Togo,2020,31.363
Cabo Verde,Trinidad and Tobago,2020,6.117
Cabo Verde,United Arab Emirates,2020,202.891
Cabo Verde,Tunisia,2020,59.263
Cabo Verde,Türkiye,2020,9.4
Cabo Verde,Uganda,2020,0.661
Cabo Verde,Ukraine,2020,55.207
Cabo Verde,Egypt,2020,0.435
Cabo Verde,United Kingdom,2020,353.25
Cabo Verde,USA,2020,4839.938
Cabo Verde,Burkina Faso,2020,7.993
Cabo Verde,Zambia,2020,0.568
Cayman Isds,Andorra,2020,0.194
Cayman Isds,Angola,2020,613.708
Cayman Isds,Antigua and Barbuda,2020,343.512
Cayman Isds,Australia,2020,350.261
Cayman Isds,Austria,2020,0.252
Cayman Isds,Bahamas,2020,734.003
Cayman Isds,Bahrain,2020,6.323
Cayman Isds,Barbados,2020,5423.644
Cayman Isds,Belgium,2020,4.285
Cayman Isds,Bermuda,2020,14.582
Cayman Isds,Bolivia (Plurinational State of),2020,1.053
Cayman Isds,Bosnia Herzegovina,2020,1.411
Cayman Isds,Brazil,2020,2143.77
Cayman Isds,Brunei Darussalam,2020,0.167
Cayman Isds,Belarus,2020,0.1
Cayman Isds,Canada,2020,2939.778
Cayman Isds,Sri Lanka,2020,9.564
Cayman Isds,China,2020,9.464
Cayman Isds,Costa Rica,2020,3059.8720000000003
Cayman Isds,Cyprus,2020,253289.047
Cayman Isds,Czechia,2020,45.102
Cayman Isds,Denmark,2020,2.25
Cayman Isds,Dominica,2020,820.198
Cayman Isds,Ecuador,2020,21.35
Cayman Isds,El Salvador,2020,1.857
Cayman Isds,Ethiopia,2020,0.568
Cayman Isds,Estonia,2020,1.416
Cayman Isds,Finland,2020,0.531
Cayman Isds,France,2020,16196.560999999998
Cayman Isds,French Polynesia,2020,3.618
Cayman Isds,Gabon,2020,0.036
Cayman Isds,Germany,2020,375.416
Cayman Isds,Greece,2020,1196.089
Cayman Isds,Grenada,2020,24432.719
Cayman Isds,Guatemala,2020,1.454
Cayman Isds,Guyana,2020,15.204
Cayman Isds,Hungary,2020,0.02
Cayman Isds,Indonesia,2020,41.505
Cayman Isds,Ireland,2020,52.790000000000006
Cayman Isds,Israel,2020,1421.069
Cayman Isds,Italy,2020,39488.11
Cayman Isds,Jamaica,2020,1934.102
Cayman Isds,Japan,2020,23310.548000000003
Cayman Isds,Kazakhstan,2020,0.211
Cayman Isds,Kenya,2020,0.874
Cayman Isds,Rep. of Korea,2020,905.216
Cayman Isds,Kuwait,2020,0.314
Cayman Isds,Latvia,2020,2.835
Cayman Isds,Luxembourg,2020,0.062
Cayman Isds,Malawi,2020,20.18
Cayman Isds,Malta,2020,97421.323
Cayman Isds,Mauritius,2020,1.997
Cayman Isds,"Other Asia, nes",2020,33.774
Cayman Isds,Montenegro,2020,15.091
Cayman Isds,Montserrat,2020,0.18
Cayman Isds,Morocco,2020,0.158
Cayman Isds,Nepal,2020,0.169
Cayman Isds,Netherlands,2020,1302435.612
Cayman Isds,New Zealand,2020,2184.289
Cayman Isds,Nicaragua,2020,0.11
Cayman Isds,Nigeria,2020,95.266
Cayman Isds,Norway,2020,31.501
Cayman Isds,Pakistan,2020,15.321000000000002
Cayman Isds,Peru,2020,0.5780000000000001
Cayman Isds,Philippines,2020,0.364
Cayman Isds,Poland,2020,34.975
Cayman Isds,Portugal,2020,920.864
Cayman Isds,Russian Federation,2020,26.728
Cayman Isds,Saint Lucia,2020,37.667
Cayman Isds,Seychelles,2020,110683.851
Cayman Isds,India,2020,1188.006
Cayman Isds,Singapore,2020,19.065
Cayman Isds,Slovakia,2020,10.338
Cayman Isds,South Africa,2020,13.334
Cayman Isds,Zimbabwe,2020,1100.725
Cayman Isds,Spain,2020,2394.344
Cayman Isds,Suriname,2020,32.174
Cayman Isds,Eswatini,2020,0.032
Cayman Isds,Sweden,2020,1.194
Cayman Isds,Switzerland,2020,359.65000000000003
Cayman Isds,Thailand,2020,1.425
Cayman Isds,Trinidad and Tobago,2020,9.061
Cayman Isds,United Arab Emirates,2020,20.189
Cayman Isds,Türkiye,2020,17.985
Cayman Isds,Uganda,2020,1.517
Cayman Isds,United Kingdom,2020,63840.123
Cayman Isds,United Rep. of Tanzania,2020,0.041
Cayman Isds,USA,2020,15936.047
Central African Rep.,Andorra,2020,2.208
Central African Rep.,Australia,2020,116.146
Central African Rep.,Austria,2020,206.422
Central African Rep.,Bahrain,2020,2.803
Central African Rep.,Belgium,2020,7090.758
Central African Rep.,Bolivia (Plurinational State of),2020,0.596
Central African Rep.,Bosnia Herzegovina,2020,1.355
Central African Rep.,Botswana,2020,0.969
Central African Rep.,Brazil,2020,2.594
Central African Rep.,Bulgaria,2020,3.086
Central African Rep.,Burundi,2020,89.743
Central African Rep.,Belarus,2020,9.077
Central African Rep.,Cameroon,2020,1671.468
Central African Rep.,Canada,2020,138.018
Central African Rep.,Sri Lanka,2020,22.479
Central African Rep.,Chad,2020,1187.361
Central African Rep.,China,2020,57912.888000000006
Central African Rep.,Colombia,2020,77.628
Central African Rep.,Congo,2020,1162.75
Central African Rep.,Dem. Rep. of the Congo,2020,6.941
Central African Rep.,Costa Rica,2020,14.842
Central African Rep.,Croatia,2020,10.867
Central African Rep.,Czechia,2020,10.131
Central African Rep.,Benin,2020,1429.319
Central African Rep.,Denmark,2020,159.51100000000002
Central African Rep.,Dominican Rep.,2020,13.231
Central African Rep.,El Salvador,2020,36.072
Central African Rep.,Estonia,2020,0.397
Central African Rep.,Fiji,2020,0.11
Central African Rep.,France,2020,8447.579
Central African Rep.,French Polynesia,2020,0.29
Central African Rep.,State of Palestine,2020,1.286
Central African Rep.,Germany,2020,2113.506
Central African Rep.,Greece,2020,6.668
Central African Rep.,Guinea,2020,2.621
Central African Rep.,Honduras,2020,1.104
Central African Rep.,Iceland,2020,245.178
Central African Rep.,Indonesia,2020,71.078
Central African Rep.,Ireland,2020,51.3
Central African Rep.,Israel,2020,125.428
Central African Rep.,Italy,2020,12181.683
Central African Rep.,Côte d'Ivoire,2020,583.7710000000001
Central African Rep.,Japan,2020,431.729
Central African Rep.,Kenya,2020,503.004
Central African Rep.,Rep. of Korea,2020,352.19300000000004
Central African Rep.,Kuwait,2020,52.735
Central African Rep.,Lao People's Dem. Rep.,2020,1.486
Central African Rep.,Lebanon,2020,43.135000000000005
Central African Rep.,Latvia,2020,0.1629999999999999
Central African Rep.,Luxembourg,2020,2.1790000000000003
Central African Rep.,Madagascar,2020,74.18
Central African Rep.,Malawi,2020,52.895
Central African Rep.,Malaysia,2020,495.926
Central African Rep.,Mauritania,2020,0.592
Central African Rep.,"Other Asia, nes",2020,88.226
Central African Rep.,Mongolia,2020,0.2129999999999999
